id,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,RightClickDisabled,PopUpWindow,IframeOrFrame,MissingTitle,ImagesOnlyInForm
716,3,1,4,52,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,14,31,0,0,0,0,0.171428571,0,0,0,0,0,0,0,1,0,0
717,2,1,3,57,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28,22,0,0,0,0,0.263157895,0,1,0,0,0,0,0,1,0,0
718,4,1,2,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,25,0,0,0,0,0.257142857,0,0,0,0,0,0,0,0,0,0
719,1,0,2,74,0,0,0,0,6,0,0,0,0,4,1,1,0,0,1,0,20,47,0,0,0,0,0.456140351,0,0,0,0,0,0,0,0,0,0
720,2,0,3,45,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
721,2,0,9,121,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,28,86,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
722,2,0,5,80,0,0,0,0,5,0,0,0,0,6,1,1,0,0,1,0,9,64,0,0,0,0,0.684210526,0,1,1,0,1,0,0,0,0,0
723,4,1,6,95,2,0,0,0,0,0,0,0,0,26,1,1,0,0,1,0,13,75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
724,2,0,5,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
725,1,0,4,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
726,2,1,2,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
727,1,0,8,77,0,0,0,0,2,0,0,0,0,8,1,1,0,0,1,0,8,62,0,0,0,0,0.411764706,0,1,0,0,0,0,0,1,0,0
728,2,1,2,36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22,7,0,0,0,0,0.083333333,0,1,0,0,0,0,0,0,0,0
729,2,0,3,142,0,0,0,0,1,0,0,0,0,5,1,1,0,0,0,0,14,121,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
730,2,0,3,45,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
731,3,1,2,46,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,14,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
732,2,0,5,67,6,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,14,46,0,0,0,0,0.973684211,1,1,1,1,0,0,0,1,0,0
733,1,0,3,130,3,0,0,0,3,7,1,0,0,22,1,0,0,0,1,0,10,26,86,0,0,1,0.136363636,0,1,0,0,0,0,0,1,0,0
734,1,0,1,45,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,25,13,0,0,0,0,0.181818182,0,1,1,0,0,0,0,0,0,0
735,3,1,0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,1,0,0,0,0,0.166666667,0,0,0,0,0,1,0,1,0,0
736,1,0,4,51,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,30,0,0,0,0,0.333333333,0,1,0,0,0,0,0,1,0,0
737,21,0,1,184,0,0,0,0,0,0,7,6,0,88,1,0,0,0,0,0,18,12,146,0,0,0,0.033707865,0,1,0,1,0,0,0,0,0,0
738,3,1,3,79,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,20,52,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0
739,2,1,3,75,4,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,26,42,0,0,0,0,0.731481482,0,0,0,0,0,0,0,1,0,0
740,5,1,2,52,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,25,20,0,0,0,0,0.153846154,0,1,0,0,0,0,0,0,0,0
741,1,0,4,72,3,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,16,49,0,0,0,0,0.607142857,0,0,0,0,0,0,0,1,0,0
742,4,1,2,79,2,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,28,36,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0
743,2,0,3,82,9,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,13,62,0,0,0,0,0.095238095,0,1,0,0,0,0,0,1,0,0
744,1,0,3,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,17,0,0,0,0,0.785714286,0,1,0,0,0,0,0,1,0,0
745,2,1,3,59,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,23,0,0,0,0,0.285714286,0,1,0,0,0,0,0,0,0,0
746,2,0,2,127,1,0,0,0,7,0,1,2,0,7,1,1,0,0,0,0,14,19,86,0,0,0,0.333333333,0,1,1,0,0,0,0,0,0,0
747,1,0,2,39,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,11,0,0,0,0,0.175,0,1,1,0,0,0,0,1,0,0
748,1,0,4,79,1,0,0,0,0,0,0,0,0,32,1,1,0,0,0,0,13,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
749,5,1,2,59,1,0,0,0,0,0,2,1,0,9,1,1,0,0,0,0,15,6,30,0,0,0,0.4,0,1,0,0,0,0,0,0,1,0
750,3,1,2,125,1,0,0,0,2,1,7,6,0,5,1,1,0,0,0,0,24,14,79,0,0,0,0.055555556,0,1,0,0,0,0,0,0,0,0
751,4,1,4,68,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,40,0,0,0,0,0.285714286,0,1,0,0,0,0,0,0,0,0
752,2,1,7,113,2,0,0,0,0,0,0,0,0,21,1,1,0,0,1,0,25,81,0,0,1,0,0.111111111,0,1,0,0,0,0,0,0,0,1
753,3,1,3,58,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,31,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
754,2,1,5,102,5,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,23,72,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
755,3,0,6,119,3,0,0,0,0,0,0,0,0,28,1,1,0,0,1,0,17,95,0,0,0,0,0.041666667,1,1,0,0,0,0,0,0,0,0
756,1,0,3,53,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,8,8,29,0,0,0,0.814159292,1,1,1,0,0,0,0,0,0,0
757,2,0,2,45,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,19,19,0,0,0,0,0.333333333,0,1,1,0,0,0,0,0,0,0
758,2,1,2,99,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,71,0,0,0,0,0.538461539,0,1,0,0,0,0,0,1,0,0
759,2,0,4,59,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,15,37,0,0,0,0,0.142857143,0,1,0,0,0,0,0,1,0,0
760,2,1,2,38,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,11,0,0,0,0,0.785714286,0,1,0,0,0,0,0,1,0,0
761,1,0,5,76,5,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,12,57,0,0,0,0,0.241935484,0,0,0,0,0,0,0,0,0,0
762,4,1,6,86,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,17,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
763,3,1,2,60,0,0,0,0,1,0,1,0,0,4,1,0,0,0,1,0,17,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,3,1,3,79,4,1,0,0,0,0,0,0,0,6,1,1,0,0,0,0,19,53,0,0,0,0,0.962264151,0,1,0,0,0,0,0,1,0,0
765,3,0,2,60,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,18,35,0,0,0,0,0.1,0,1,0,0,0,0,0,0,0,0
766,3,1,3,52,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
767,2,1,4,55,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,25,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
768,2,0,4,57,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,16,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
769,2,0,3,53,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,26,20,0,0,0,0,0.785714286,0,1,0,0,0,0,0,1,0,0
770,3,1,2,68,3,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,20,41,0,0,0,0,0.4,0,1,0,1,0,0,0,0,0,0
771,5,2,7,85,2,0,0,0,1,0,0,0,0,21,1,1,0,0,1,0,18,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,2,1,2,136,16,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,19,110,0,0,0,0,0.315789474,0,1,0,1,0,0,0,0,0,0
773,3,1,2,71,0,0,0,0,2,0,0,0,0,8,1,1,0,0,0,0,37,27,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
774,1,0,0,142,4,0,0,0,5,0,5,4,0,16,1,0,0,0,0,0,9,1,124,0,0,0,0.107142857,0,0,0,0,0,0,0,0,0,0
775,4,1,2,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,16,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
776,3,0,1,113,0,0,0,0,4,0,4,3,0,4,1,0,0,0,0,0,9,12,84,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0
777,3,1,8,191,4,1,0,0,0,0,1,0,0,72,1,1,0,0,1,0,20,126,37,0,0,0,0.041666667,1,1,0,0,0,0,0,0,0,0
778,3,1,3,66,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,30,29,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
779,1,0,2,53,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,26,0,0,0,0,0.129032258,0,1,0,0,0,0,0,0,0,0
780,1,0,1,63,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28,28,0,0,0,0,0.305555556,0,1,1,0,1,0,0,1,0,0
781,3,1,7,84,2,0,0,0,0,0,0,0,0,15,1,1,0,0,1,0,16,61,0,0,2,0,0.25,0,1,0,0,0,0,0,0,0,0
782,3,2,6,86,0,0,0,0,3,0,0,0,0,8,1,1,0,0,1,0,27,52,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0
783,2,1,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
784,3,1,0,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,1,0,0,0,0,0.159090909,0,0,0,0,0,0,0,1,0,0
785,3,2,12,126,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,37,82,0,0,0,0,0.016949153,0,0,0,0,0,0,0,0,0,0
786,2,0,5,139,0,0,0,0,0,0,2,1,0,43,1,1,0,0,0,0,21,60,50,0,0,0,0.625,0,1,0,0,0,0,0,0,0,0
787,4,1,6,77,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,21,49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
788,1,0,4,54,3,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,13,34,0,0,0,0,0.947368421,1,1,1,1,1,0,0,0,0,0
789,3,1,2,54,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,11,11,24,0,0,0,0.970873786,0,1,1,0,1,0,0,1,0,0
790,2,1,2,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,11,0,0,0,0,0.074074074,1,1,0,0,0,0,0,0,0,0
791,2,1,6,56,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,32,0,0,0,0,0.105263158,0,1,0,0,0,0,0,0,0,0
792,1,0,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,1,0,0,0,0,0.185185185,0,0,0,0,0,0,0,0,0,0
793,2,1,1,46,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,12,9,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0
794,1,0,2,95,11,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,14,74,0,0,0,0,0.325,0,0,0,0,0,0,0,1,0,0
795,3,1,1,36,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
796,2,1,4,58,0,0,0,0,0,0,1,0,0,6,1,1,0,0,1,0,19,24,7,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0
797,3,0,5,72,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19,46,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
798,2,1,3,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,15,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
799,2,0,4,55,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,10,38,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
800,5,0,2,100,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,17,32,43,0,1,0,0.133333333,1,1,0,1,0,0,0,0,0,0
801,3,1,1,144,16,0,0,0,0,0,1,1,0,21,1,1,0,0,0,0,25,15,96,0,0,0,0.139534884,0,1,0,0,0,0,0,0,0,0
802,2,1,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,1,0,0,0,0,0.039215686,0,0,0,0,0,0,0,0,0,0
803,4,0,4,92,0,0,0,0,0,0,1,0,0,12,1,1,0,0,0,0,24,27,33,0,0,0,0.642857143,1,1,0,0,0,0,0,0,0,0
804,4,1,4,119,3,0,0,0,1,0,2,1,0,7,1,0,0,0,1,0,14,23,74,0,1,0,0,0,0,0,0,0,0,0,0,1,0
805,3,1,3,52,3,3,0,1,0,0,0,0,0,14,1,1,0,0,0,0,25,20,0,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0
806,1,0,4,68,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,16,45,0,0,0,0,0.266666667,0,1,1,0,1,0,0,0,0,0
807,2,1,4,61,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,16,38,0,0,0,0,0.045454546,0,0,0,0,0,0,0,0,0,0
808,2,1,3,59,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,42,10,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
809,2,1,2,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,4,0,0,0,0,0.142857143,1,1,0,0,0,0,0,1,0,0
810,3,1,3,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,26,0,0,2,0,0.222222222,1,1,0,0,0,0,0,0,0,0
811,4,1,5,226,11,0,0,0,3,0,5,3,0,24,1,0,0,0,1,0,20,111,87,0,0,0,0.9375,0,1,0,0,0,0,0,1,0,0
812,2,1,3,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,18,0,0,0,0,0.207317073,0,1,0,0,0,0,0,1,0,0
813,2,0,2,55,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,21,15,11,0,1,0,1,0,1,0,0,0,0,0,0,0,0
814,3,1,3,48,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,14,27,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
815,3,1,1,59,0,0,0,0,0,0,2,1,0,6,1,0,0,0,0,0,18,13,20,0,0,0,0.25,0,1,0,0,0,0,0,1,0,0
816,3,0,3,79,1,0,0,0,0,0,4,0,0,1,1,0,0,0,1,0,15,25,31,0,1,1,1,1,1,0,0,0,0,0,0,0,0
817,2,1,6,95,1,0,0,0,0,0,0,0,0,18,1,1,0,0,0,0,35,53,0,0,0,0,0.071428571,0,1,0,0,0,0,0,1,0,0
818,1,0,7,89,3,0,0,0,0,0,0,0,0,26,1,1,0,0,1,0,16,66,0,0,0,0,0.255319149,0,1,1,0,1,0,0,0,0,0
819,2,0,7,135,2,0,0,0,3,0,2,1,0,1,1,0,0,0,1,0,22,51,54,0,1,0,0,0,1,1,0,0,0,0,0,0,0
820,2,0,3,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
821,1,0,5,99,8,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,30,62,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
822,3,1,3,80,4,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,25,48,0,0,0,0,0.945945946,0,0,0,0,0,0,0,1,0,0
823,2,1,1,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,12,0,0,0,0,0.538461539,0,1,1,1,0,0,0,1,0,0
824,4,0,3,66,0,0,0,0,1,0,2,1,0,9,1,0,1,0,0,0,12,22,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0
825,2,1,0,23,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1,0,0,0,0,0.227272727,1,1,0,0,0,0,0,1,0,0
826,3,1,2,58,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,18,33,0,0,0,0,0.307692308,0,1,1,0,0,0,0,1,0,0
827,1,0,5,88,3,0,0,0,5,0,0,0,0,8,1,1,0,0,1,0,12,69,0,0,0,0,0.426229508,0,0,0,0,0,0,0,1,0,0
828,1,0,2,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
829,5,2,3,173,2,0,0,0,2,0,2,1,0,41,1,0,0,0,0,0,22,23,120,0,2,0,0,0,1,1,0,0,0,0,0,0,0
830,2,1,5,77,5,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,25,45,0,0,0,0,0.870967742,0,1,0,0,0,0,0,1,0,0
831,5,0,3,94,0,0,0,0,0,0,0,0,0,22,1,1,0,0,1,0,16,71,0,0,0,1,0.083333333,1,1,1,0,1,0,0,0,0,0
832,3,1,2,63,1,1,0,0,0,0,0,0,0,5,1,1,0,0,0,0,37,19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
833,2,1,2,58,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
834,2,0,2,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,24,0,0,0,0,0.130434783,0,1,1,0,0,0,0,0,0,0
835,2,0,3,69,4,1,0,0,0,0,0,0,0,3,1,1,0,0,1,0,22,40,0,0,0,0,0.234042553,0,1,0,0,0,0,0,0,0,0
836,2,1,1,48,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,23,18,0,0,0,0,0.230769231,0,0,0,1,0,0,0,0,0,0
837,2,0,1,94,0,0,0,0,0,1,2,1,0,2,1,1,0,0,0,0,19,16,51,0,0,0,0.260869565,0,1,0,0,0,0,0,0,0,0
838,1,0,2,71,5,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,29,35,0,0,0,0,0.327868853,0,1,0,1,0,0,0,1,0,0
839,2,0,4,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,35,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
840,4,1,2,59,0,0,0,0,0,0,1,0,0,10,1,0,0,0,1,0,15,16,20,0,0,0,0.063157895,0,1,0,0,0,0,0,1,0,0
841,2,1,1,63,2,0,0,0,0,0,2,1,0,10,1,0,0,0,0,0,19,9,27,0,0,0,0,0,1,1,0,0,0,0,0,0,0
842,2,0,2,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,17,0,0,0,0,0.5,1,1,1,1,0,0,0,0,0,0
843,5,4,5,129,1,0,0,0,0,0,0,0,0,21,1,1,0,1,1,0,41,81,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0
844,3,1,3,74,5,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,22,45,0,0,0,0,0.983050848,0,0,0,0,0,0,0,1,0,0
845,5,1,9,91,0,0,0,0,0,0,0,0,0,14,1,0,0,0,1,0,24,60,0,0,1,1,0.984126984,1,1,0,0,0,0,0,1,0,0
846,1,0,2,28,0,0,0,0,0,0,1,0,0,4,1,0,0,0,1,0,8,6,6,0,0,0,0.068965517,0,1,0,0,0,0,0,1,0,0
847,2,0,4,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,29,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
848,2,1,4,67,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
849,3,1,4,57,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,34,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
850,2,1,2,53,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
851,3,1,4,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
852,2,0,4,86,5,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,15,64,0,0,2,0,0.1,0,1,0,0,0,0,0,0,0,0
853,3,1,7,115,1,1,0,0,0,0,0,0,0,20,1,1,0,0,0,0,14,94,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
854,5,2,3,50,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,15,28,0,0,1,0,0.153846154,1,1,0,0,0,0,0,1,0,0
855,2,0,1,53,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,24,22,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
856,1,0,2,81,0,0,0,0,7,0,0,0,0,0,1,1,0,0,1,0,9,65,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
857,2,1,3,57,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,21,29,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
858,2,1,2,29,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,2,0,1,0,0,0.06185567,0,1,1,0,1,0,0,1,0,0
859,1,0,4,83,6,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,21,55,0,0,0,0,0.518518519,0,1,1,1,0,0,0,1,0,0
860,2,0,2,43,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,4,1,12,128,4,0,0,0,0,0,0,0,0,16,1,1,0,0,1,0,20,101,0,0,0,0,0.264705882,0,0,0,0,0,0,0,0,0,0
862,2,1,2,81,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,62,0,0,0,0,0.729166667,1,1,1,1,0,0,0,1,0,0
863,2,0,2,48,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
864,3,1,0,69,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,34,1,26,0,0,0,0.066666667,0,1,0,0,0,0,0,0,0,0
865,1,0,3,32,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,8,17,0,0,0,0,0.977777778,1,1,1,0,1,0,0,0,0,0
866,3,1,2,37,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,13,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
867,2,0,7,79,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,55,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
868,1,0,3,76,5,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,17,52,0,0,0,0,0.265060241,0,1,1,1,0,0,0,1,0,0
869,2,0,4,73,1,0,0,0,0,0,0,0,0,20,1,1,0,0,0,0,13,53,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
870,1,0,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,1,0,0,0,0,0.224489796,0,0,0,0,0,0,0,1,0,0
871,6,0,3,175,1,0,0,0,6,7,3,2,0,27,1,1,0,0,1,0,10,21,136,0,1,0,0,0,1,0,0,0,0,0,0,0,0
872,2,0,5,87,0,0,0,0,3,0,0,0,0,6,1,1,0,0,0,0,10,70,0,0,0,0,0.103448276,0,1,1,1,0,0,0,0,0,0
873,3,1,1,55,1,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,20,20,7,0,0,0,0.154929578,0,1,1,0,0,0,0,0,0,0
874,2,1,2,89,1,0,0,0,3,0,2,1,0,1,1,0,0,0,0,0,19,10,52,0,0,0,0.333333333,1,1,0,0,0,0,0,0,0,0
875,4,1,9,213,2,0,0,1,0,0,1,0,0,63,1,1,0,0,1,0,18,110,77,0,1,0,0,0,1,0,0,0,0,0,0,0,0
876,3,2,5,146,15,0,0,0,0,0,0,0,0,8,1,1,0,1,1,0,30,109,0,0,0,0,0.784810127,0,1,0,1,0,0,0,1,0,0
877,3,1,3,40,1,1,0,0,0,0,0,0,0,2,1,1,0,0,1,0,13,20,0,0,0,0,0.111111111,0,1,0,1,0,0,0,0,0,0
878,4,0,4,102,2,0,0,0,0,0,0,0,0,32,1,1,1,0,0,0,13,47,34,0,2,0,0.035714286,1,1,0,0,0,0,0,1,0,0
879,2,1,1,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,7,0,0,0,0,0.047169811,0,1,0,0,0,0,0,0,0,0
880,2,0,2,70,0,0,0,0,1,0,1,0,0,6,1,0,0,0,1,0,13,18,31,0,0,0,0.388888889,0,1,0,0,0,0,0,0,0,0
881,2,0,6,68,0,0,0,0,0,1,0,0,0,6,1,1,0,0,0,0,17,44,0,0,0,0,0.076923077,0,1,1,0,0,0,0,0,0,0
882,2,0,5,56,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,15,34,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0
883,5,1,2,95,0,0,0,0,0,0,2,1,0,24,1,0,0,0,0,0,10,20,57,0,0,1,0.181818182,0,0,0,0,0,0,0,0,0,0
884,2,1,3,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,16,0,0,0,0,0.0625,0,1,0,0,0,0,0,1,0,0
885,4,1,4,72,2,0,0,0,1,0,0,0,0,6,1,1,0,0,1,0,28,37,0,0,0,0,0.78125,0,1,0,1,0,0,0,1,0,0
886,2,1,7,121,7,0,0,0,0,0,0,0,0,16,1,1,0,0,1,0,23,91,0,0,0,0,0.306122449,0,1,0,0,0,0,0,1,0,0
887,1,0,3,106,10,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,12,87,0,0,0,0,0.666666667,0,0,0,0,0,0,0,1,0,0
888,4,1,7,87,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,21,59,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
889,4,1,2,144,0,0,0,0,0,8,1,0,0,15,1,0,0,0,0,0,26,14,96,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0
